acc_x_mpf,acc_y_mpf,acc_z_mpf,acc_x_iqr,acc_y_iqr,acc_z_iqr,acc_x_wilson_amp,acc_y_wilson_amp,acc_z_wilson_amp,acc_x_crossco,acc_y_crossco,acc_z_crossco,acc_x_three_quarters,acc_y_three_quarters,acc_z_three_quarters,acc_x_one_quarter,acc_y_one_quarter,acc_z_one_quarter,acc_x_corecoef,acc_y_corecoef,acc_z_corecoef,acc_mpf,acc_x_slope_change,acc_y_slope_change,acc_z_slope_change,acc_x_rms,acc_y_rms,acc_z_rms,acc_x_stdev,acc_y_stdev,acc_z_stdev,acc_x_mean,acc_y_mean,acc_z_mean,acc_x_mad,acc_y_mad,acc_z_mad,acc_x_zerocr,acc_y_zerocr,acc_z_zerocr,acc_x_wf,acc_y_wf,acc_z_wf,acc_x_mav,acc_y_mav,acc_z_mav,acc_x_p2p,acc_y_p2p,acc_z_p2p,acc_x_median_frequency,acc_y_median_frequency,acc_z_median_frequency,acc_x_entropy,acc_y_entropy,acc_z_entropy,acc_x_kurtosis_t,acc_y_kurtosis_t,acc_z_kurtosis_t,acc_x_kurtosis_f,acc_y_kurtosis_f,acc_z_kurtosis_f,acc_x_skewness_t,acc_y_skewness_t,acc_z_skewness_t,acc_x_skewness_f,acc_y_skewness_f,acc_z_skewness_f,acc_x_top3,acc_y_top3,acc_z_top3,acc_x_autoregyw_1,acc_x_autoregyw_2,acc_x_autoregyw_3,acc_x_autoregyw_4,acc_y_autoregyw_1,acc_y_autoregyw_2,acc_y_autoregyw_3,acc_y_autoregyw_4,acc_z_autoregyw_1,acc_z_autoregyw_2,acc_z_autoregyw_3,acc_z_autoregyw_4,acc_x_autoregburg_1,acc_x_autoregburg_2,acc_x_autoregburg_3,acc_x_autoregburg_4,acc_y_autoregburg_1,acc_y_autoregburg_2,acc_y_autoregburg_3,acc_y_autoregburg_4,acc_z_autoregburg_1,acc_z_autoregburg_2,acc_z_autoregburg_3,acc_z_autoregburg_4,acc_z_enwacto_1,acc_z_enwacto_2,acc_z_enwacto_3,acc_z_enwacto_4,acc_z_enwacto_5,acc_z_enwacto_6,acc_z_enwacto_7,acc_y_enwacto_1,acc_y_enwacto_2,acc_y_enwacto_3,acc_y_enwacto_4,acc_y_enwacto_5,acc_y_enwacto_6,acc_y_enwacto_7,acc_x_enwacto_1,acc_x_enwacto_2,acc_x_enwacto_3,acc_x_enwacto_4,acc_x_enwacto_5,acc_x_enwacto_6,acc_x_enwacto_7,activity
0.6258366490993514,0.3413594738947162,0.3161116371237087,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12553.70519291836,13546.81385581378,-21282.555450251984,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.1626014711196644,0.1740992785903159,0.1755575225386657,17.03848973902018,0,0,0,3.9936971769809033,6.2742473049807455,6.770583972837148,0.0001325068521286,0.0002274678137235,5.520127525147812e-05,3.993680620562665,-6.27422921403671,6.770579904420763,0.0071784677999993,0.0095712903999993,0.004785645200001,0,0,0,2.096112597599995,1.8221344099000287,1.7814564256999963,2000.8339909018955,3143.388836232392,3392.0605321148023,0.0669990328000005,0.0861416135999997,0.0490528632999991,6,6,6,5.597748359256875,4.099347925542119,6.446865086979608,3.4191440317433264,3.3697803675915585,3.1757020725651266,498.98893762994834,498.9918435462656,499.0002793584073,-0.360718957511301,-0.140650736009656,0.1679318565519146,22.31551874630352,22.315616645304846,22.315900477709675,12,15,18,0.8641330313862953,0.0208446577881987,-0.115619902684567,-0.0736000844458428,0.9828826140617228,0.0299109105973684,-0.1044849209062192,-0.0244072397459333,0.8027281413778917,-0.2847837993356573,0.1594631817194857,-0.116833416391633,0.8602261229683226,0.0242387719951802,-0.1158021127840898,-0.0739327221376071,0.9765697054210692,0.059848879093466,-0.1286383888240588,-0.0173298179593796,0.8027213805525649,-0.2857108666273181,0.1626450766121133,-0.1193890801067222,2.2806385105070395,0.0006337440062242,8.432874692062711e-05,0.0023180509566758,0.0011656237561175,0.0002198336312317,0.0006725859952069,3.5847094474438514,0.000838389335665,0.0031876348133921,0.0007071529374653,0.0010932572187567,0.000231752907626,0.0003382530267517,3.8698419518074014,6.516857108063157e-05,0.0012121350513894,0.0002541620355707,0.0012598824015991,8.137718156767512e-05,2.3269248547080107e-05,sitting
0.672778682602019,0.3551848249335982,0.3193496410315526,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12554.816046632805,13543.440054605086,-21278.099447662626,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.4670586095764278,0.321345481804291,0.0151503541711542,17.037133328604185,0,0,0,3.993789308541627,6.274637917880059,6.7687335613662265,0.000105375565134,0.0001244871722121,5.958885624091571e-05,3.993776142422949,-6.27462801780339,6.768729168377845,0.0059820565000001,0.007178467800001,0.004785645200001,0,0,0,2.242074776199998,1.819741587300024,1.751546143200014,2000.8818473538968,3143.588636919498,3391.1333133573007,0.0681954440999992,0.0646062102000009,0.0478564519999995,6,6,6,6.29111138165373,5.472398968441187,6.457702977067983,4.212762008326359,2.9918624996045664,3.405978076897625,498.9922128002424,498.9968998240065,499.000127748924,0.1571937610752593,-0.1232559040607231,0.1086991775510368,22.31562890686448,22.315786713547524,22.315895372646107,9,13,15,0.6933422677521447,0.0528595717075376,-0.1176847874800665,-0.2163714978588359,0.8870194944070958,0.0750402116429863,-0.1380180937545056,-0.0530056801603674,0.7506257196633536,-0.1521811087214003,0.0722366961240718,-0.2176813064564559,0.6920309829734237,0.0532525871645527,-0.1190798657790596,-0.2145018044604197,0.8848346187769239,0.0961359325993849,-0.1617072053712231,-0.0485699777963074,0.748910168725931,-0.1461320526614286,0.0662040942229965,-0.2145801485665459,2.2831639244092057,0.000149613939261,0.0003186036397925,0.0004151831963986,0.0010956355037003,0.0015459336133053,0.0003335528869989,3.586733044076801,0.0008391239471649,0.002792448696843,0.0011859439258048,0.0006198320966221,0.0005166764646425,0.0004368708847381,3.8676306092245696,0.0004828208294043,0.0005121079662097,0.0003088033356577,0.0001834661472504,4.926139689079686e-05,0.0004438771330031,sitting
0.6224124776507122,0.3142597603487637,0.3132539330450143,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12559.29079483655,13541.05262970414,-21280.23693724118,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.2651736421518856,0.2671831633085953,-0.0672841305732918,17.03781869795169,0,0,0,3.993950310647557,6.276622664899136,6.767266121441189,9.429402633638572e-05,6.79778544995633e-05,4.358180433453612e-05,3.993938529585422,-6.276617260543702,6.767262907822561,0.0059820565000001,0.004785645200001,0.0047856452000001,0,0,0,2.038684855199995,1.6654045296000302,1.7491533205999952,2000.9632033222963,3144.5852475323945,3390.398716819103,0.0574277424000002,0.0562313311000002,0.0394815729000006,6,6,6,5.929041227956842,5.920627521156107,6.724505504351712,2.913625935383341,3.65379094854374,2.9555778775907524,498.9930838184103,498.9993569975279,499.0006932173204,0.1917860805836067,0.1805394172477865,0.0967895121451029,22.3156582588331,22.31586942624435,22.315914411777737,7,12,17,0.8237713188263881,-0.1280124083431723,0.0425306338777094,-0.1248420177056953,0.8423262270509234,-0.0840149095743355,3.0074984814087667e-05,-0.0726263321694505,0.6969861913789788,-0.2610140473354278,0.1533131168527402,-0.1823698700211354,0.826311844478324,-0.1334479806896297,0.0397075667360499,-0.1205073460444808,0.8421967611876353,-0.0853179061736032,-0.0032724108430708,-0.0679460677343465,0.701831557886086,-0.2675024980963818,0.1578477229543712,-0.1826249035416847,2.2842304814528056,0.0008511637339927,0.0008685086506203,0.0004585959096877,0.0011030783057854,0.0006701655293528,0.0001128562234299,3.586787106109582,0.0007218211805385,0.0007227126279542,2.087822260711724e-06,9.80412971642784e-05,0.0007809712104459,0.000438538538379,3.8662311116351193,0.0001026153575447,0.0005462214119514,0.000635377014151,0.0002526773375943,0.0001146550790216,0.0002166835526974,sitting
0.61510074299634,0.29628527474439,0.2771965552781693,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12558.760574217607,13537.12556949352,-21284.02585303792,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.4474012491075668,0.2384899277396828,-0.0375445554967481,17.03789989153294,0,0,0,3.99292958734706,6.277957188922408,6.767031700744453,8.604853378460209e-05,6.30357131513217e-05,3.8262447658875776e-05,3.992918833726945,-6.277952178541117,6.767028879264873,0.0059820564999997,0.0047856452000001,0.0035892339000005,0,0,0,2.051845379500002,1.5146567058000118,1.542174165699989,2000.4523356971995,3145.2540414490995,3390.2814685117014,0.0610169763000003,0.0514456859000009,0.0382851616000001,6,6,6,6.35309645911492,6.008036725274016,6.72497777057743,4.126566667620359,4.359509399800515,3.4794710423447337,498.99408786092056,498.9995538335296,499.0008386289807,-0.060740252076189,-0.6481148590337681,-0.3629782541200997,22.31569202600176,22.31587605173884,22.31591930795155,11,13,53,0.7479353978548757,-0.0140821867094535,-0.0615141949087831,-0.1613803506814237,0.8177587237938503,0.0110800782875875,-0.0339496094005967,-0.1433409980745632,0.7688683218877067,-0.3481692390449169,0.2315433479144746,-0.1885583791383417,0.7461731885941958,-0.0128698510867815,-0.0622689945946213,-0.1607895561924948,0.816133102478285,0.0164662831773441,-0.0397046445324221,-0.1408557015626108,0.7660831767456335,-0.3438587045206454,0.227555658840187,-0.1861164511238126,2.281961157852196,0.0006430176818796,0.0017611557970828,0.0005006130505564,0.0003550598544886,0.0004376881025088,0.0007056744620067,3.588349123233988,0.0014305789662713,0.0001309024478414,0.0011323140202143,2.085521484122633e-05,0.0001347128775056,3.1549764155714656e-05,3.866766049668084,0.0008075514444394,0.0001476995129527,0.0004719253545241,0.000293304904563,2.582730039803392e-06,9.094739488762256e-05,sitting
0.8252462737585479,0.397464699760748,0.3713185035910923,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12599.589544365255,13549.07955732163,-21268.33151824643,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.2585783107247243,0.1031243718322305,-0.2465953243460083,17.04224374812915,0,0,0,4.002679144811571,6.283063302239447,6.75655205850411,0.0002711023712907,0.0001291403707566,9.07649310675685e-05,4.0026453471499,-6.28305304588004,6.756545355099204,0.0083748791000006,0.0071784678000001,0.0059820565000006,0,0,0,2.902493813800003,2.1140587671000226,2.201396792000012,2005.3253189221,3147.8095759859,3385.0292229047013,0.1124626622000004,0.0598205650000007,0.0562313311000002,6,6,6,5.14748810236853,6.014117115332116,6.117376741884586,3.6608379525792087,2.9537081042537103,3.645992022431961,498.9742645854276,498.99694826202654,498.99900819614015,0.0927612834651509,-0.1864908837968599,0.4028917059612294,22.315025173202635,22.31578832963218,22.315857680114338,15,49,52,0.8804736714271083,0.0937022738198542,-0.22034479722784,-0.02984769322489,0.84419201683821,0.0648761668450328,-0.1219273898350165,-0.1085096444220933,0.7569153218009922,-0.0819517004802907,0.0184848708941905,-0.2304270768617754,0.8759182239036567,0.0958409495386331,-0.2152128911143049,-0.0334935115598658,0.8466838009640412,0.0594369268768034,-0.1260852808676921,-0.1016576300951936,0.7557854914490184,-0.0822897223617373,0.0182147805799211,-0.2284486330577333,2.2853214749670423,7.559208299004869e-05,0.0003574926125422,0.0019371162412821,0.0001781321730348,5.194455270144235e-05,3.529872753641313e-05,3.590108117640629,0.0001793713038171,0.0038464760796859,0.0007177179656658,0.0002212789317525,0.0007400473133795,0.0001380973878018,3.861864038497317,0.0009432475588166,0.0003077592695847,2.979960970864567e-05,0.0001946356680633,6.547535676193483e-06,0.0006309277769184,sitting
0.8413588473424919,0.8313602801316433,0.5086289557593658,0.0,0.0,0.0,-498.0,-478.0,-498.0,-12562.261175995194,13520.505608441628,-21293.533503835333,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.408097284824557,0.3405610220105429,0.4993853709713181,17.037735116323965,0,0,0,3.990198202978657,6.284388840519648,6.763428288806353,0.0004913198497406,0.0023869179310644,0.0003963186260923,3.990136759546304,-6.284199308203391,6.763399048574247,0.0083748790999997,0.0179461695,0.0083748791000006,0,0,0,2.5986053435999983,3.873979789400006,2.5878376419000046,1999.0585165326984,3148.3838534098986,3388.4629233356977,0.1663011707000001,0.3002992363000007,0.1423729446999999,6,6,6,5.302920800508143,4.334835444961379,5.09185352165907,6.923269555259743,4.2396022781415885,5.30382713700449,498.95055058372543,498.8944172156292,498.9875588497066,-0.7632707448091484,0.1513835541760138,0.2468694078757086,22.314227366326808,22.312342503475595,22.31547237299953,2,9,15,0.9609712926213412,0.1446646128956182,-0.2560345703030925,0.0239842610994328,0.9525935358202172,0.3303342045497128,-0.2878981849366956,-0.0676114575946613,0.925971426246001,0.0621742067343143,-0.1645613333409027,0.0273533795617998,0.9648634291612216,0.1360153040099282,-0.2590832694672376,0.0308244305479453,0.9524181489642076,0.3140429519101094,-0.2757807172944256,-0.0649939889269182,0.9232329392876154,0.0605941695767609,-0.1614992680292664,0.0272047920823715,2.280978550545682,8.164073842599682e-06,0.0003604083381042,0.0001665336593134,0.0002860911629716,0.0003503094717978,8.53633101990024e-05,3.5935747934321047,0.0039385262244802,0.0010863792373693,0.0007540179934969,0.0006385602508184,0.0006597892324857,0.0001417662064698,3.861765596738551,0.0001645162337409,2.0308438801012025e-05,0.0012197301476397,7.133195681067025e-06,0.0001557569171093,0.0002099513296444,sitting
0.584682107231513,0.3215975554971503,0.3155997579984158,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12583.072689918075,13512.936372405144,-21292.11356505636,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.4534189624476172,0.2559666771130715,-0.0243806535163981,17.039022273391204,0,0,0,3.992459888172567,6.290848681118976,6.7557320527846745,7.290051052246829e-05,7.346686493156214e-05,4.616068999938188e-05,3.992450776611572,-6.290842853585834,6.755728643193806,0.0059820565000001,0.0059820564999997,0.0047856452000001,0,0,0,2.024327919600001,1.6666009409000069,1.7312071510999898,2000.2178390823967,3151.7122696465026,3384.620050240097,0.0514456859000005,0.0550349197999997,0.0394815729000006,6,6,6,6.422176055070616,6.122420678333514,6.809835716060396,3.38381368199538,3.5258790079278346,3.0057496243962385,498.9953541275424,498.9991817759913,499.0006211814928,0.1731208655086144,-0.3100833667621848,0.1070186698841316,22.315734653535536,22.315863523648385,22.31591198582357,12,14,16,0.7734624938965504,-0.1856318443462371,0.029607074345326,-0.1693754048767818,0.8611785098831772,-0.0733782014654914,-0.0212269458223405,-0.1107663270909321,0.7309510138623229,-0.2555844027803732,0.1297399751415213,-0.1446298360905368,0.7800137858368532,-0.199467209392409,0.0416889521687403,-0.1774616459285727,0.8591205498046529,-0.0727221853943595,-0.019535124164704,-0.1112675127894369,0.7299562801833634,-0.2557490190780279,0.1287825170545619,-0.1441807743177183,2.282539939875376,0.0001238495650181,0.0002344451977318,0.0001640947232155,0.0003067705420163,0.0002933573866351,3.329379794127428e-05,3.594905848416225,0.0003648217664715,0.0006200999356833,0.000436231312344,0.0003827654792085,0.0004821109405007,0.0003232598571374,3.859472196182225,0.000251572069097,0.0001820292995498,5.6555195778438894e-05,0.0008537375765891,0.0006863225361035,0.0001015775218441,sitting
0.5387725721601392,0.3404663976656495,0.3177015025444805,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12589.29514746092,13510.579721172777,-21293.911960269408,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.1244580189239592,0.1758691060390169,-0.2482311527926491,17.039889134273285,0,0,0,3.992935285158076,6.293219830804423,6.753754920839355,9.342407798743368e-05,7.121821267481512e-05,4.8455661331536926e-05,3.9929236098199583,-6.293214183767275,6.753751340686028,0.0059820565000001,0.0047856452000001,0.004785645200001,0,0,0,1.7670994900999966,1.6869399330000077,1.7407784414999965,2000.4547285197991,3152.900306067405,3383.6294216837,0.0634097988999999,0.0466600407000008,0.0406779842000002,6,6,6,5.719927923652618,6.052985953172295,6.609557111286337,3.9087221550186415,3.132874779969359,2.9736593190869165,498.9928613907671,498.9992792970097,499.00051831155713,-0.0554046931318469,-0.1473083893099295,-0.0539068566572007,22.31565078050741,22.31586680812624,22.315908522837063,9,17,22,0.8808379259679262,-0.0536366833378604,-0.0469554405996461,-0.0673945424434838,0.7903834651798003,0.0306143644150543,-0.1239517045346984,-0.1015199750340319,0.7455831091161127,-0.2171530719843014,0.0867932705614115,-0.1284066789648291,0.8798615644646998,-0.0474845154468911,-0.053021397242039,-0.0661397358383142,0.7913028356515863,0.0276541429680187,-0.1201938204118312,-0.1046121592389455,0.7436366337625012,-0.2162408361743955,0.0869407405943136,-0.1285029798748094,2.2829723100046544,0.0001611815013659,0.0001192403670212,0.0001146674654539,0.0005216366617433,0.0002766615032248,0.0001973182165543,3.596889355264789,0.0002896316711639,0.0004840683164632,3.857739128035728e-05,0.0002538097434826,0.0004228551913501,0.0009313522128269,3.858116273295111,0.0003225829378396,0.0002168555496743,0.0004704439102949,0.0012204483254589,0.0009150276863439,0.0003026803374845,sitting
0.5868512685790159,0.3215984133133359,0.2816642547800666,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12582.433438129829,13508.997923976136,-21295.25415971445,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.3859862427810647,0.1747112781825481,-0.1840518717718535,17.038950631996013,0,0,0,3.991485385127691,6.292068721994096,6.75541623481685,9.054413547494334e-05,7.031756779575107e-05,3.8092291055429934e-05,3.991474065590216,-6.292063145350899,6.755413421054881,0.0059820565000001,0.0059820565000006,0.0047856452000001,0,0,0,1.963310943300002,1.653440416600004,1.6342978358000255,1999.728506860698,3152.3236358208005,3384.462123948495,0.0610169762999994,0.0502492746000005,0.0334995163999991,6,6,6,5.923297314863975,5.978819882671077,6.720209009874362,3.517294330606798,3.028484823133589,2.8494778245969603,498.9933149881376,498.9992796926071,499.00084323717255,0.2730076798644495,-0.1092342779512408,0.1742388737647801,22.31566603275845,22.31586682232248,22.31591946318772,11,17,54,0.8066857552700486,-0.0279701517915145,-0.0809590428035343,-0.1070543849727958,0.8130081034081974,0.006360477144863,-0.059889970652793,-0.1418154244628195,0.74059446458168,-0.2991572443521939,0.1656352633105483,-0.1565462752493435,0.8085301713009464,-0.0337857303003853,-0.0707558793745071,-0.1087544932281598,0.8138799057382725,0.0042962334706933,-0.0571053068000502,-0.1399462395178181,0.7382329847178525,-0.2968253982886744,0.1640568196969077,-0.1552981965209426,2.280172004420196,0.0005004438439486,0.0016351347734551,0.0026083912829605,0.0008253187811904,0.0005078180622723,0.0003700246401381,3.5955626611287115,0.0006424738456393,0.0008126905097955,0.0017418808304423,0.0005530387706032,0.000178946344839,0.0001160747472746,3.8604715943896784,0.0002735563793461,0.0007361101611583,0.0003381981510628,0.0003623656990045,0.0001382332692038,0.0003439020444899,sitting
0.6009453932909143,0.3211227304941556,0.3048024301823414,0.0,0.0,0.0,-500.0,-500.0,-500.0,-12578.540722930778,13506.749699862272,-21290.30017735972,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,0.1996007984031936,-0.3213021839340675,0.1570210957468285,0.0285624251645569,17.03698288167427,0,0,0,3.990996854756183,6.290888162728978,6.755113327284791,6.048535263136038e-05,5.940832270174897e-05,4.315857849697659e-05,3.990989292149299,-6.290883450376445,6.755110139148503,0.0047856452000001,0.004785645200001,0.0047856452000001,0,0,0,1.9884355806000005,1.6307086019000083,1.7168502155,1999.4856353667988,3151.732608638599,3384.3101797134,0.0406779841999997,0.0406779842000002,0.0358923390000001,6,6,6,6.712483540204825,6.265050583719977,6.80447614806347,2.949292827381658,3.007234909622105,2.860420580549881,498.9967390144333,498.99979099738175,499.0007138946236,-0.2012207592541491,-0.0765080556222896,-0.2861877240189605,22.315781272703667,22.315884035575767,22.3159151078018,11,14,18,0.6882000121252683,-0.1425196845497271,-0.015653884567799,-0.1267155466529501,0.8073865207866525,-0.0717312811585855,-0.0434373329933942,-0.0483712260064552,0.7519628767863527,-0.3130154444117113,0.1565209660747596,-0.0863986714260444,0.6905395165001799,-0.1444199259546929,-0.0091865417193102,-0.1367104766844011,0.8128082889169185,-0.0816995307025831,-0.0346141847477284,-0.0564999407649564,0.7525930304000537,-0.3136742417736015,0.1583685348562966,-0.0864082379638242,2.27875728672787,3.871716281673392e-06,3.765394025128417e-05,0.0001516330759883,0.000643248567911,0.0007903023062388,0.0001880581226153,3.5947839341262338,3.1674162018705386e-05,0.0019553508367307,0.0021858686635248,0.0014111550339321,0.0001049705753941,0.0002869542658339,3.860636449474912,0.0008039541412692,0.0015489979938501,0.0008965954681353,1.758561978976963e-05,0.0005466532505889,0.0001779920148164,sitting
