x,y,z
0.876739501953125,-0.04315185546875,-0.3999481201171875
0.85919189453125,0.0048065185546875,-0.405303955078125
0.886993408203125,0.0427398681640625,-0.3522796630859375
0.880340576171875,0.01513671875,-0.3444976806640625
0.793548583984375,-0.0276641845703125,-0.4697723388671875
0.737762451171875,0.0038299560546875,-0.5848541259765625
0.7694549560546875,0.107421875,-0.58270263671875
0.8507232666015625,0.1849517822265625,-0.51898193359375
0.8973388671875,0.1988372802734375,-0.4878387451171875
0.918975830078125,0.162139892578125,-0.4941864013671875
0.9289093017578124,0.1016998291015625,-0.4755706787109375
0.97564697265625,0.038360595703125,-0.4252166748046875
1.016021728515625,-0.0464935302734375,-0.3996429443359375
0.8979644775390625,-0.1038055419921875,-0.50146484375
0.6938018798828125,-0.023681640625,-0.6752471923828125
0.5693817138671875,0.1819915771484375,-0.7149810791015625
0.590972900390625,0.3690643310546875,-0.6160430908203125
0.698760986328125,0.4430389404296875,-0.541107177734375
0.8358154296875,0.39556884765625,-0.5611114501953125
0.96807861328125,0.256500244140625,-0.5960540771484375
1.1405487060546875,0.0971527099609375,-0.565673828125
1.2291259765625,-0.0090789794921875,-0.551239013671875
1.1197509765625,-0.036590576171875,-0.61920166015625
0.9529266357421876,0.0809478759765625,-0.687347412109375
0.8456268310546875,0.2594146728515625,-0.664306640625
0.72222900390625,0.396392822265625,-0.6506805419921875
0.6495819091796875,0.4788970947265625,-0.662353515625
0.6853179931640625,0.4845733642578125,-0.6824493408203125
0.833587646484375,0.394317626953125,-0.6588592529296875
0.917144775390625,0.2431182861328125,-0.617034912109375
0.8476104736328125,0.1373291015625,-0.73065185546875
0.920013427734375,0.1483306884765625,-0.80804443359375
1.1145172119140625,0.133941650390625,-0.823089599609375
1.43182373046875,0.1049041748046875,-0.917510986328125
1.6893768310546875,-0.0051116943359375,-0.869140625
1.82733154296875,-0.1830596923828125,-0.640289306640625
1.7894134521484375,-0.212799072265625,-0.5595855712890625
1.4573211669921875,-0.0010528564453125,-0.72613525390625
1.0180816650390625,0.239654541015625,-1.0938720703125
0.81182861328125,0.2995452880859375,-1.2115020751953125
0.606109619140625,0.2307891845703125,-1.226898193359375
0.3807220458984375,0.039306640625,-1.19140625
0.2891387939453125,-0.1751861572265625,-0.877777099609375
0.402557373046875,-0.4293975830078125,-0.1555023193359375
0.5018157958984375,-0.6114349365234375,0.369171142578125
0.3837127685546875,-0.5882568359375,0.405731201171875
0.4639434814453125,-0.465545654296875,0.27178955078125
0.5427093505859375,-0.2152557373046875,0.0515289306640625
0.65203857421875,-0.2675018310546875,0.0037994384765625
0.631103515625,-0.3280487060546875,0.0538787841796875
0.62152099609375,-0.2482757568359375,-0.022216796875
0.77252197265625,-0.09442138671875,-0.0933685302734375
0.9541473388671876,0.127716064453125,-0.078369140625
1.1295623779296875,0.344573974609375,0.0477752685546875
